group,feature,per_group_imp_mean,per_group_imp_std,per_group_imp_min,per_group_imp_max,global_imp_mean,global_imp_std,gap_mean,gap_std
group_a,exog_feature_1,0.3674795400188979,0.0013125596518182249,0.3661105106826055,0.36872719929268216,0.155574693555766,0.007823911817168145,-0.21190484646313187,0.009090017064017282
group_a,exog_feature_2,2.897212952096968e-05,0.00039546070169536033,-0.00036737307074906817,0.00042354235757589105,0.33926273289221914,0.012567812571375755,0.33923376076269823,0.012728486828946834
group_a,exog_feature_3,0.3921827732140992,0.0050395984532149414,0.38646776824340795,0.39598979726759226,0.394500240109206,0.0012020799740214332,0.002317466895106831,0.004391661892974813
group_b,exog_feature_1,0.0013169165091642644,0.0007409289554954423,0.0006816887133711758,0.0021308568648287355,0.155574693555766,0.007823911817168145,0.15425777704660174,0.008564838715161175
group_b,exog_feature_2,0.6817933127379326,0.02169695827409315,0.6577090943527225,0.6998121113927627,0.33926273289221914,0.012567812571375755,-0.3425305798457134,0.009345371312834468
group_b,exog_feature_3,0.400189111770529,0.004468135130164409,0.39515533544732206,0.4036858231240146,0.394500240109206,0.0012020799740214332,-0.005688871661323018,0.004669532978816798
