feature,importance,std
lag_1,0.4234382256120245,0.005376620534592237
exog_feature_3,0.4064741364327267,0.005529248978787139
exog_feature_2,0.3257590203014208,0.007665584010789088
exog_feature_1,0.1853070943259037,0.0036132309368875418
lag_3,0.08219436979666694,0.0016921783533932699
lag_2,0.046848157759135006,0.0008914322366135566
