group,feature,n_seeds,overall_mean,seed_means_std,seed_means_min,seed_means_max,seed_means_range,overall_std
group_a,exog_feature_1,20,0.280671376265992,0.15223410546156793,0.03519969921977729,0.448952815212559,0.4137531159927817,0.15041225178042986
group_a,exog_feature_2,20,0.0049943508644369776,0.005186733725560715,-0.00038279288676172635,0.0171873045359117,0.017570097422673427,0.005274164578250012
group_a,exog_feature_3,20,0.36182394277259744,0.06859296034284,0.24192152820889692,0.43161778366927983,0.1896962554603829,0.06805077232410658
group_b,exog_feature_1,20,0.018500944861602427,0.02287922768065759,-3.7735549896206204e-05,0.06589071637114967,0.06592845192104588,0.0225265394529693
group_b,exog_feature_2,20,0.539385752970529,0.18819393806492715,0.1843105769918825,0.7217943717056216,0.5374837947137391,0.18597491148070022
group_b,exog_feature_3,20,0.3602286085426819,0.06463344056066893,0.24408793650898186,0.4370546153837007,0.19296667887471886,0.06420160456911596
