group,feature,per_group_imp_mean,per_group_imp_std,per_group_imp_min,per_group_imp_max,global_imp_mean,global_imp_std,gap_mean,gap_std
group_a,exog_feature_1,0.280671376265992,0.15223410546156793,0.03519969921977729,0.448952815212559,0.12906888387808851,0.07503698628222996,-0.1516024923879035,0.07856450985556904
group_a,exog_feature_2,0.004994350864436977,0.005186733725560714,-0.00038279288676172635,0.0171873045359117,0.27132605880051586,0.09467942449482869,0.26633170793607885,0.09150873335431915
group_a,exog_feature_3,0.36182394277259744,0.06859296034284,0.24192152820889692,0.43161778366927983,0.3601719864481962,0.06468683407311693,-0.0016519563244012368,0.00750535044164949
group_b,exog_feature_1,0.01850094486160243,0.022879227680657588,-3.7735549896206204e-05,0.06589071637114967,0.12906888387808851,0.07503698628222996,0.1105679390164861,0.05777050997062382
group_b,exog_feature_2,0.5393857529705289,0.18819393806492718,0.1843105769918825,0.7217943717056216,0.27132605880051586,0.09467942449482869,-0.2680596941700131,0.09363192734925334
group_b,exog_feature_3,0.3602286085426818,0.06463344056066893,0.24408793650898186,0.4370546153837007,0.3601719864481962,0.06468683407311693,-5.662209448560052e-05,0.007086429299417919
