levels,lags,params,mean_squared_error__weighted_average,mean_squared_error__average,mean_squared_error__pooling,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,reg_alpha,reg_lambda
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 456, 'learning_rate': 0.10293182382718806, 'num_leaves': 17, 'max_depth': 12, 'min_child_samples': 29, 'reg_alpha': 0.9577977216193443, 'reg_lambda': 7.98363858575444e-05}",131.96774548100578,131.9677454810058,131.9677454810058,456.0,0.10293182382718806,17.0,12.0,29.0,0.9577977216193443,7.98363858575444e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 439, 'learning_rate': 0.12573519180416498, 'num_leaves': 17, 'max_depth': 8, 'min_child_samples': 41, 'reg_alpha': 4.6151540848030095, 'reg_lambda': 5.5113402429154025e-05}",132.0753152160955,132.0753152160955,132.0753152160955,439.0,0.12573519180416498,17.0,8.0,41.0,4.6151540848030095,5.5113402429154025e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 176, 'learning_rate': 0.07931220562462003, 'num_leaves': 15, 'max_depth': 7, 'min_child_samples': 31, 'reg_alpha': 0.09833099936969536, 'reg_lambda': 0.00034843886154972524}",132.11569895326204,132.11569895326204,132.11569895326204,176.0,0.07931220562462003,15.0,7.0,31.0,0.09833099936969536,0.00034843886154972524
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 415, 'learning_rate': 0.12144201973999964, 'num_leaves': 20, 'max_depth': 8, 'min_child_samples': 31, 'reg_alpha': 0.2404035938733257, 'reg_lambda': 0.0006375677321461936}",132.16179908378484,132.1617990837848,132.1617990837848,415.0,0.12144201973999964,20.0,8.0,31.0,0.2404035938733257,0.0006375677321461936
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 461, 'learning_rate': 0.10139844737584902, 'num_leaves': 24, 'max_depth': 7, 'min_child_samples': 30, 'reg_alpha': 0.5737467330944298, 'reg_lambda': 2.1326225251967945e-05}",132.20578051985424,132.20578051985422,132.20578051985424,461.0,0.10139844737584902,24.0,7.0,30.0,0.5737467330944298,2.1326225251967945e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 437, 'learning_rate': 0.0807882868497785, 'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 29, 'reg_alpha': 2.2139843442059663, 'reg_lambda': 0.00011868189075902821}",132.2390231037209,132.2390231037209,132.2390231037209,437.0,0.0807882868497785,15.0,8.0,29.0,2.2139843442059663,0.00011868189075902821
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 431, 'learning_rate': 0.046156937886940703, 'num_leaves': 15, 'max_depth': 11, 'min_child_samples': 29, 'reg_alpha': 0.4105803958369998, 'reg_lambda': 0.0006603146495521453}",132.25938087841638,132.25938087841638,132.25938087841638,431.0,0.046156937886940703,15.0,11.0,29.0,0.4105803958369998,0.0006603146495521453
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 468, 'learning_rate': 0.09272876490665433, 'num_leaves': 20, 'max_depth': 11, 'min_child_samples': 28, 'reg_alpha': 2.4562696744820602, 'reg_lambda': 2.604601081333097}",132.29017157627268,132.2901715762727,132.2901715762727,468.0,0.09272876490665433,20.0,11.0,28.0,2.4562696744820602,2.604601081333097
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 431, 'learning_rate': 0.11022816201521249, 'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 45, 'reg_alpha': 2.834076074674243, 'reg_lambda': 0.00030421802380771094}",132.4662164844062,132.4662164844062,132.46621648440617,431.0,0.11022816201521249,15.0,8.0,45.0,2.834076074674243,0.00030421802380771094
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 471, 'learning_rate': 0.11613962513895285, 'num_leaves': 18, 'max_depth': 6, 'min_child_samples': 11, 'reg_alpha': 0.04458277185361085, 'reg_lambda': 0.0006504590187105296}",132.49277981917191,132.49277981917191,132.49277981917191,471.0,0.11613962513895285,18.0,6.0,11.0,0.04458277185361085,0.0006504590187105296
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 471, 'learning_rate': 0.10754614753951589, 'num_leaves': 25, 'max_depth': 7, 'min_child_samples': 39, 'reg_alpha': 0.16893093761104358, 'reg_lambda': 0.0001535145997003758}",132.52221846517514,132.52221846517511,132.52221846517511,471.0,0.10754614753951589,25.0,7.0,39.0,0.16893093761104358,0.0001535145997003758
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 475, 'learning_rate': 0.02257076091004524, 'num_leaves': 22, 'max_depth': 7, 'min_child_samples': 45, 'reg_alpha': 0.08640120169250748, 'reg_lambda': 1.7351445883170272e-08}",132.55292290212654,132.55292290212654,132.5529229021265,475.0,0.02257076091004524,22.0,7.0,45.0,0.08640120169250748,1.7351445883170272e-08
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 407, 'learning_rate': 0.020885996771742833, 'num_leaves': 22, 'max_depth': 8, 'min_child_samples': 14, 'reg_alpha': 0.00032217628302570923, 'reg_lambda': 0.007864257211994746}",132.5774586773521,132.5774586773521,132.57745867735207,407.0,0.020885996771742833,22.0,8.0,14.0,0.00032217628302570923,0.007864257211994746
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 442, 'learning_rate': 0.08243411681375605, 'num_leaves': 21, 'max_depth': 7, 'min_child_samples': 41, 'reg_alpha': 0.7308697213588276, 'reg_lambda': 9.510451727750648e-05}",132.57856203950342,132.57856203950342,132.57856203950337,442.0,0.08243411681375605,21.0,7.0,41.0,0.7308697213588276,9.510451727750648e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 444, 'learning_rate': 0.08196993591584865, 'num_leaves': 17, 'max_depth': 12, 'min_child_samples': 28, 'reg_alpha': 0.18738099899180996, 'reg_lambda': 1.1705807432227875e-05}",132.6056775965338,132.6056775965338,132.6056775965338,444.0,0.08196993591584865,17.0,12.0,28.0,0.18738099899180996,1.1705807432227875e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 204, 'learning_rate': 0.08903012950316422, 'num_leaves': 32, 'max_depth': 10, 'min_child_samples': 28, 'reg_alpha': 0.005947213383542213, 'reg_lambda': 0.6407006007722457}",132.6100203547052,132.61002035470523,132.61002035470523,204.0,0.08903012950316422,32.0,10.0,28.0,0.005947213383542213,0.6407006007722457
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 429, 'learning_rate': 0.09407578696045014, 'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 42, 'reg_alpha': 0.28528007805971545, 'reg_lambda': 0.00040667967413346337}",132.62894984690533,132.62894984690533,132.62894984690527,429.0,0.09407578696045014,15.0,8.0,42.0,0.28528007805971545,0.00040667967413346337
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 477, 'learning_rate': 0.08267176936985353, 'num_leaves': 15, 'max_depth': 7, 'min_child_samples': 40, 'reg_alpha': 0.1016614969856791, 'reg_lambda': 0.005567568677526912}",132.63046670125954,132.63046670125954,132.63046670125954,477.0,0.08267176936985353,15.0,7.0,40.0,0.1016614969856791,0.005567568677526912
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 449, 'learning_rate': 0.11679804623640117, 'num_leaves': 20, 'max_depth': 12, 'min_child_samples': 40, 'reg_alpha': 0.12541460393403975, 'reg_lambda': 0.0001861481140395782}",132.75152625416897,132.75152625416897,132.75152625416897,449.0,0.11679804623640117,20.0,12.0,40.0,0.12541460393403975,0.0001861481140395782
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 332, 'learning_rate': 0.026310178530548844, 'num_leaves': 38, 'max_depth': 6, 'min_child_samples': 13, 'reg_alpha': 0.07553024268360721, 'reg_lambda': 1.5777530655240928e-08}",132.83583632352352,132.83583632352352,132.83583632352352,332.0,0.026310178530548844,38.0,6.0,13.0,0.07553024268360721,1.5777530655240928e-08
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 479, 'learning_rate': 0.10042199679910131, 'num_leaves': 15, 'max_depth': 7, 'min_child_samples': 31, 'reg_alpha': 4.527929720249899, 'reg_lambda': 0.00019027159076494323}",132.93032932142782,132.93032932142785,132.93032932142782,479.0,0.10042199679910131,15.0,7.0,31.0,4.527929720249899,0.00019027159076494323
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 454, 'learning_rate': 0.027613248263959906, 'num_leaves': 24, 'max_depth': 6, 'min_child_samples': 13, 'reg_alpha': 0.0029246176495981435, 'reg_lambda': 0.02190961699579659}",132.9552155228935,132.9552155228935,132.9552155228935,454.0,0.027613248263959906,24.0,6.0,13.0,0.0029246176495981435,0.02190961699579659
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 499, 'learning_rate': 0.07643046027284436, 'num_leaves': 27, 'max_depth': 7, 'min_child_samples': 31, 'reg_alpha': 0.018399553536560913, 'reg_lambda': 1.522724607284356e-05}",132.97455848421495,132.97455848421492,132.97455848421495,499.0,0.07643046027284436,27.0,7.0,31.0,0.018399553536560913,1.522724607284356e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 416, 'learning_rate': 0.10589231320051654, 'num_leaves': 17, 'max_depth': 8, 'min_child_samples': 41, 'reg_alpha': 0.289742101444606, 'reg_lambda': 0.0003725721014727818}",132.98071632569375,132.98071632569378,132.98071632569378,416.0,0.10589231320051654,17.0,8.0,41.0,0.289742101444606,0.0003725721014727818
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 453, 'learning_rate': 0.026543635819255066, 'num_leaves': 17, 'max_depth': 7, 'min_child_samples': 44, 'reg_alpha': 5.4460808746881275, 'reg_lambda': 0.002293936622605105}",133.44005922919465,133.44005922919465,133.44005922919465,453.0,0.026543635819255066,17.0,7.0,44.0,5.4460808746881275,0.002293936622605105
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 452, 'learning_rate': 0.10284210842271979, 'num_leaves': 20, 'max_depth': 9, 'min_child_samples': 30, 'reg_alpha': 1.2033479945684464, 'reg_lambda': 0.0004072943600382027}",133.45424778819446,133.45424778819446,133.45424778819446,452.0,0.10284210842271979,20.0,9.0,30.0,1.2033479945684464,0.0004072943600382027
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 486, 'learning_rate': 0.019505011124166475, 'num_leaves': 17, 'max_depth': 7, 'min_child_samples': 43, 'reg_alpha': 3.7279378682066358, 'reg_lambda': 1.8683601013681067e-06}",133.49547220346867,133.4954722034687,133.49547220346864,486.0,0.019505011124166475,17.0,7.0,43.0,3.7279378682066358,1.8683601013681067e-06
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 434, 'learning_rate': 0.0921632159908196, 'num_leaves': 23, 'max_depth': 7, 'min_child_samples': 45, 'reg_alpha': 0.3028491504867696, 'reg_lambda': 0.0002602864313816928}",133.5151611993033,133.51516119930332,133.5151611993033,434.0,0.0921632159908196,23.0,7.0,45.0,0.3028491504867696,0.0002602864313816928
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 437, 'learning_rate': 0.10192086512928734, 'num_leaves': 20, 'max_depth': 12, 'min_child_samples': 37, 'reg_alpha': 1.7531619838198518, 'reg_lambda': 0.001362572941651809}",133.5603142917785,133.5603142917785,133.5603142917785,437.0,0.10192086512928734,20.0,12.0,37.0,1.7531619838198518,0.001362572941651809
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 464, 'learning_rate': 0.05450626351685161, 'num_leaves': 28, 'max_depth': 7, 'min_child_samples': 23, 'reg_alpha': 0.17810318912128, 'reg_lambda': 9.553306776590633}",133.66675982483235,133.66675982483235,133.66675982483238,464.0,0.05450626351685161,28.0,7.0,23.0,0.17810318912128,9.553306776590633
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 483, 'learning_rate': 0.029127075471778348, 'num_leaves': 28, 'max_depth': 5, 'min_child_samples': 36, 'reg_alpha': 6.639691129574159e-07, 'reg_lambda': 0.00011492871629200596}",133.76738914875008,133.7673891487501,133.76738914875008,483.0,0.029127075471778348,28.0,5.0,36.0,6.639691129574159e-07,0.00011492871629200596
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 474, 'learning_rate': 0.022101485433565028, 'num_leaves': 28, 'max_depth': 7, 'min_child_samples': 32, 'reg_alpha': 1.312179482351553e-07, 'reg_lambda': 0.003423193627293425}",133.774140957964,133.774140957964,133.774140957964,474.0,0.022101485433565028,28.0,7.0,32.0,1.312179482351553e-07,0.003423193627293425
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 418, 'learning_rate': 0.07799282678622034, 'num_leaves': 17, 'max_depth': 9, 'min_child_samples': 21, 'reg_alpha': 0.201419837822243, 'reg_lambda': 5.624791019901725e-07}",133.79079330729652,133.7907933072965,133.7907933072965,418.0,0.07799282678622034,17.0,9.0,21.0,0.201419837822243,5.624791019901725e-07
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 422, 'learning_rate': 0.06412526490120392, 'num_leaves': 21, 'max_depth': 7, 'min_child_samples': 24, 'reg_alpha': 0.2164733739809487, 'reg_lambda': 3.149444897255381}",133.84405534275322,133.84405534275322,133.84405534275322,422.0,0.06412526490120392,21.0,7.0,24.0,0.2164733739809487,3.149444897255381
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 341, 'learning_rate': 0.10153954304002355, 'num_leaves': 55, 'max_depth': 8, 'min_child_samples': 22, 'reg_alpha': 0.06473029571360069, 'reg_lambda': 0.00018183296756527239}",133.8476065582111,133.8476065582111,133.8476065582111,341.0,0.10153954304002355,55.0,8.0,22.0,0.06473029571360069,0.00018183296756527239
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 130, 'learning_rate': 0.04465380614917414, 'num_leaves': 18, 'max_depth': 7, 'min_child_samples': 43, 'reg_alpha': 8.002837717874947e-05, 'reg_lambda': 0.004006528910569305}",133.8633364865504,133.86333648655042,133.86333648655042,130.0,0.04465380614917414,18.0,7.0,43.0,8.002837717874947e-05,0.004006528910569305
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 422, 'learning_rate': 0.11338138540418696, 'num_leaves': 17, 'max_depth': 7, 'min_child_samples': 6, 'reg_alpha': 4.280222592952128, 'reg_lambda': 0.00018293059783929086}",133.9944962357103,133.9944962357103,133.9944962357103,422.0,0.11338138540418696,17.0,7.0,6.0,4.280222592952128,0.00018293059783929086
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 468, 'learning_rate': 0.059048100805403764, 'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 31, 'reg_alpha': 0.41890749276648476, 'reg_lambda': 0.0006195142529152166}",134.11604618741703,134.11604618741703,134.116046187417,468.0,0.059048100805403764,15.0,8.0,31.0,0.41890749276648476,0.0006195142529152166
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 445, 'learning_rate': 0.0907862229302342, 'num_leaves': 24, 'max_depth': 7, 'min_child_samples': 42, 'reg_alpha': 1.726819756221664, 'reg_lambda': 0.00020239201842119496}",134.16854416670708,134.16854416670708,134.16854416670708,445.0,0.0907862229302342,24.0,7.0,42.0,1.726819756221664,0.00020239201842119496
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 472, 'learning_rate': 0.085275404676447, 'num_leaves': 21, 'max_depth': 9, 'min_child_samples': 47, 'reg_alpha': 1.5214043048821324, 'reg_lambda': 6.915937345571036e-05}",134.1785692475226,134.17856924752263,134.17856924752263,472.0,0.085275404676447,21.0,9.0,47.0,1.5214043048821324,6.915937345571036e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 474, 'learning_rate': 0.012746579361698, 'num_leaves': 34, 'max_depth': 8, 'min_child_samples': 24, 'reg_alpha': 1.7365694375292593e-07, 'reg_lambda': 0.13009638677673205}",134.2819889492059,134.28198894920592,134.28198894920592,474.0,0.012746579361698,34.0,8.0,24.0,1.7365694375292593e-07,0.13009638677673205
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 413, 'learning_rate': 0.07685750172423, 'num_leaves': 21, 'max_depth': 8, 'min_child_samples': 28, 'reg_alpha': 2.738577007707041, 'reg_lambda': 0.0001059527751854042}",134.29173565718713,134.29173565718713,134.2917356571871,413.0,0.07685750172423,21.0,8.0,28.0,2.738577007707041,0.0001059527751854042
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 372, 'learning_rate': 0.02216411030797727, 'num_leaves': 26, 'max_depth': 8, 'min_child_samples': 10, 'reg_alpha': 0.028355916152961323, 'reg_lambda': 1.5029348242305451}",134.31153361560573,134.31153361560575,134.31153361560575,372.0,0.02216411030797727,26.0,8.0,10.0,0.028355916152961323,1.5029348242305451
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 256, 'learning_rate': 0.03464740855676205, 'num_leaves': 26, 'max_depth': 6, 'min_child_samples': 18, 'reg_alpha': 2.6885593213967595e-07, 'reg_lambda': 0.031830086709591754}",134.37194531572285,134.37194531572285,134.37194531572288,256.0,0.03464740855676205,26.0,6.0,18.0,2.6885593213967595e-07,0.031830086709591754
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 459, 'learning_rate': 0.08916895321904608, 'num_leaves': 20, 'max_depth': 8, 'min_child_samples': 33, 'reg_alpha': 1.4775945578270593, 'reg_lambda': 6.335322022593581e-05}",134.3966871499223,134.3966871499223,134.3966871499223,459.0,0.08916895321904608,20.0,8.0,33.0,1.4775945578270593,6.335322022593581e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 390, 'learning_rate': 0.023250777463778263, 'num_leaves': 35, 'max_depth': 9, 'min_child_samples': 30, 'reg_alpha': 1.7214855056711285e-05, 'reg_lambda': 0.17126921356036443}",134.44759226056638,134.44759226056635,134.44759226056638,390.0,0.023250777463778263,35.0,9.0,30.0,1.7214855056711285e-05,0.17126921356036443
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 440, 'learning_rate': 0.07388456536017944, 'num_leaves': 22, 'max_depth': 8, 'min_child_samples': 13, 'reg_alpha': 0.0454706252026511, 'reg_lambda': 3.2035581481671526e-06}",134.45669843859366,134.45669843859366,134.45669843859363,440.0,0.07388456536017944,22.0,8.0,13.0,0.0454706252026511,3.2035581481671526e-06
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 439, 'learning_rate': 0.0701148613600147, 'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 31, 'reg_alpha': 2.3066669261257897, 'reg_lambda': 6.882636714490096e-05}",134.47733799454005,134.47733799454008,134.47733799454008,439.0,0.0701148613600147,15.0,8.0,31.0,2.3066669261257897,6.882636714490096e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 443, 'learning_rate': 0.10624252352182365, 'num_leaves': 21, 'max_depth': 5, 'min_child_samples': 47, 'reg_alpha': 0.021279602008849433, 'reg_lambda': 5.712232432167941e-05}",134.49377767204655,134.49377767204655,134.49377767204655,443.0,0.10624252352182365,21.0,5.0,47.0,0.021279602008849433,5.712232432167941e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 415, 'learning_rate': 0.08928995887725187, 'num_leaves': 20, 'max_depth': 10, 'min_child_samples': 30, 'reg_alpha': 4.646363333018453, 'reg_lambda': 0.004165188642815575}",134.53485534980396,134.53485534980393,134.53485534980393,415.0,0.08928995887725187,20.0,10.0,30.0,4.646363333018453,0.004165188642815575
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 424, 'learning_rate': 0.0249064396938244, 'num_leaves': 26, 'max_depth': 9, 'min_child_samples': 25, 'reg_alpha': 1.254134495897175e-07, 'reg_lambda': 0.00028614897264046574}",134.54173892842323,134.54173892842323,134.54173892842323,424.0,0.0249064396938244,26.0,9.0,25.0,1.254134495897175e-07,0.00028614897264046574
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 174, 'learning_rate': 0.18258230439200238, 'num_leaves': 102, 'max_depth': 12, 'min_child_samples': 46, 'reg_alpha': 0.002404915432737351, 'reg_lambda': 1.9809253750493907}",134.5685848836873,134.5685848836873,134.56858488368727,174.0,0.18258230439200238,102.0,12.0,46.0,0.002404915432737351,1.9809253750493907
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 405, 'learning_rate': 0.02001566161829979, 'num_leaves': 22, 'max_depth': 8, 'min_child_samples': 16, 'reg_alpha': 0.0002172813907292069, 'reg_lambda': 0.00155259480843685}",134.64657278724283,134.64657278724286,134.64657278724283,405.0,0.02001566161829979,22.0,8.0,16.0,0.0002172813907292069,0.00155259480843685
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 469, 'learning_rate': 0.024420358311085046, 'num_leaves': 20, 'max_depth': 7, 'min_child_samples': 43, 'reg_alpha': 0.6481314161561412, 'reg_lambda': 9.400410719454979e-05}",134.65085679457178,134.65085679457178,134.6508567945718,469.0,0.024420358311085046,20.0,7.0,43.0,0.6481314161561412,9.400410719454979e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 447, 'learning_rate': 0.06400196375610384, 'num_leaves': 20, 'max_depth': 8, 'min_child_samples': 20, 'reg_alpha': 0.48153016926711223, 'reg_lambda': 1.7685463891776752e-06}",134.75664066816492,134.75664066816492,134.75664066816492,447.0,0.06400196375610384,20.0,8.0,20.0,0.48153016926711223,1.7685463891776752e-06
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 455, 'learning_rate': 0.07399650354986625, 'num_leaves': 17, 'max_depth': 8, 'min_child_samples': 28, 'reg_alpha': 1.1471788768665832, 'reg_lambda': 0.0012009055030812804}",134.87119186877507,134.87119186877507,134.87119186877507,455.0,0.07399650354986625,17.0,8.0,28.0,1.1471788768665832,0.0012009055030812804
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 441, 'learning_rate': 0.09746016505812988, 'num_leaves': 19, 'max_depth': 10, 'min_child_samples': 30, 'reg_alpha': 2.541458883862521, 'reg_lambda': 3.379910563710754e-05}",134.89937750586856,134.89937750586856,134.89937750586856,441.0,0.09746016505812988,19.0,10.0,30.0,2.541458883862521,3.379910563710754e-05
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 447, 'learning_rate': 0.06054365855469246, 'num_leaves': 95, 'max_depth': 3, 'min_child_samples': 49, 'reg_alpha': 0.31044435499483225, 'reg_lambda': 8.148018307012941e-07}",134.9636628426508,134.9636628426508,134.96366284265082,447.0,0.06054365855469246,95.0,3.0,49.0,0.31044435499483225,8.148018307012941e-07
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 457, 'learning_rate': 0.14283849475831994, 'num_leaves': 19, 'max_depth': 8, 'min_child_samples': 30, 'reg_alpha': 0.7660894013768469, 'reg_lambda': 0.00041631023718549973}",134.97441009623563,134.9744100962356,134.9744100962356,457.0,0.14283849475831994,19.0,8.0,30.0,0.7660894013768469,0.00041631023718549973
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 435, 'learning_rate': 0.11704663122849863, 'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 43, 'reg_alpha': 0.5870628231101828, 'reg_lambda': 0.00022793351303677099}",135.0097729959043,135.0097729959043,135.0097729959043,435.0,0.11704663122849863,15.0,8.0,43.0,0.5870628231101828,0.00022793351303677099
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 428, 'learning_rate': 0.07279670655695346, 'num_leaves': 33, 'max_depth': 11, 'min_child_samples': 46, 'reg_alpha': 0.0625628559144163, 'reg_lambda': 1.496305272367125}",135.01240334566924,135.01240334566924,135.01240334566924,428.0,0.07279670655695346,33.0,11.0,46.0,0.0625628559144163,1.496305272367125
"['urban_001', 'urban_002', 'urban_003', 'rural_001', 'rural_002', 'rural_003']",[1 2 3],"{'n_estimators': 413, 'learning_rate': 0.0984838078795795, 'num_leaves': 17, 'max_depth': 7, 'min_child_samples': 43, 'reg_alpha': 1.9672284276834437, 'reg_lambda': 5.641936039804752e-05}",135.01889503222904,135.01889503222907,135.01889503222907,413.0,0.0984838078795795,17.0,7.0,43.0,1.9672284276834437,5.641936039804752e-05
